DATE (MM/DD/YYYY),HOUR-MST,Avg Avg Wind Speed @ 2m [m/s]
11/7/13,2,6.5538
11/7/13,3,6.5511
11/7/13,4,4.1892
11/7/13,5,1.2777
11/7/13,6,1.6676
11/7/13,7,1.471
11/7/13,8,0.9652
11/7/13,9,2.2074
11/7/13,10,2.2799
11/7/13,11,1.9075
11/7/13,12,1.789
11/7/13,13,2.2116
11/7/13,14,2.119
11/7/13,15,1.7124
11/7/13,16,0.8841
11/7/13,17,1.1508
11/7/13,18,2.2854
11/7/13,19,2.6154
11/7/13,20,2.6118
11/7/13,21,2.4647
11/7/13,22,2.8765
11/7/13,23,1.7431
11/8/13,0,2.1546
11/8/13,1,2.6072
11/8/13,2,1.8271
11/8/13,3,2.0795
11/8/13,4,2.141
11/8/13,5,3.4105
11/8/13,6,10.2306
11/8/13,7,6.0334
11/8/13,8,9.8847
11/8/13,9,9.5809
11/8/13,10,5.8584
11/8/13,11,5.0453
11/8/13,12,5.7075
11/8/13,13,5.1854
11/8/13,14,6.5584
11/8/13,15,8.3769
11/8/13,16,9.5688
11/8/13,17,4.8487
11/8/13,18,5.4836
11/8/13,19,7.4882
11/8/13,20,2.5774
11/8/13,21,2.8964
11/8/13,22,2.6604
11/8/13,23,2.5368
11/9/13,0,2.3585
11/9/13,1,1.979
11/9/13,2,2.5987
11/9/13,3,3.8512
11/9/13,4,5.0775
11/9/13,5,2.7355
11/9/13,6,1.6809
11/9/13,7,1.4608
11/9/13,8,0.9312
11/9/13,9,1.0158
11/9/13,10,3.1433
11/9/13,11,3.6814
11/9/13,12,3.4874
11/9/13,13,2.9804
11/9/13,14,2.1207
11/9/13,15,2.3904
11/9/13,16,2.549
11/9/13,17,1.9125
11/9/13,18,1.6584
11/9/13,19,1.5752
11/9/13,20,1.4469
11/9/13,21,2.3579
11/9/13,22,2.5041
11/9/13,23,1.3557
11/10/13,0,1.1862
11/10/13,1,1.6725
11/10/13,2,1.5237
11/10/13,3,2.8025
11/10/13,4,1.919
11/10/13,5,1.1463
11/10/13,6,1.3898
11/10/13,7,0.7499
11/10/13,8,0.9217
11/10/13,9,1.6382
11/10/13,10,1.5087
11/10/13,11,1.206
11/10/13,12,1.2415
11/10/13,13,1.6397
11/10/13,14,2.8165
11/10/13,15,1.8599
11/10/13,16,3.6849
11/10/13,17,3.8052
11/10/13,18,2.2024
11/10/13,19,1.561
11/10/13,20,2.7178
11/10/13,21,4.7908
11/10/13,22,3.5106
11/10/13,23,4.117
11/11/13,0,4.6457
11/11/13,1,4.9872
11/11/13,2,6.405
11/11/13,3,5.7837
11/11/13,4,2.711
11/11/13,5,1.2455
11/11/13,6,3.8847
11/11/13,7,4.1631
11/11/13,8,2.5986
11/11/13,9,2.281
11/11/13,10,1.8222
11/11/13,11,2.422
11/11/13,12,1.9671
11/11/13,13,6.3385
11/11/13,14,4.658
11/11/13,15,3.4156
11/11/13,16,3.1704
11/11/13,17,1.9346
11/11/13,18,2.0407
11/11/13,19,1.1477
11/11/13,20,1.9697
11/11/13,21,1.1849
11/11/13,22,1.1312
11/11/13,23,1.1296
11/12/13,0,1.6252
11/12/13,1,2.0124
11/12/13,2,2.7556
11/12/13,3,1.9132
11/12/13,4,3.7307
11/12/13,5,1.5872
11/12/13,6,1.7057
11/12/13,7,2.0151
11/12/13,8,0.6976
11/12/13,9,0.919
11/12/13,10,1.4757
11/12/13,11,1.5393
11/12/13,12,1.7412
11/12/13,13,1.7008
11/12/13,14,1.8897
11/12/13,15,2.1213
11/12/13,16,1.8411
11/12/13,17,1.1435
11/12/13,18,2.1854
11/12/13,19,2.0666
11/12/13,20,0.9356
11/12/13,21,1.4925
11/12/13,22,1.5377
11/12/13,23,1.3219
11/13/13,0,1.1981
11/13/13,1,1.5536
11/13/13,2,1.8577
11/13/13,3,0.8224
11/13/13,4,2.6919
11/13/13,5,4.2121
11/13/13,6,5.1041
11/13/13,7,5.1386
11/13/13,8,4.7972
11/13/13,9,4.3004
11/13/13,10,4.3227
11/13/13,11,3.9412
11/13/13,12,3.1327
11/13/13,13,4.452
11/13/13,14,5.092
11/13/13,15,5.4179
11/13/13,16,6.0441
11/13/13,17,6.4068
11/13/13,18,5.1773
11/13/13,19,4.6543
11/13/13,20,5.0456
11/13/13,21,5.7628
11/13/13,22,6.2858
11/13/13,23,5.9768
11/14/13,0,7.1042
11/14/13,1,5.3341
11/14/13,2,7.4637
11/14/13,3,7.2252
11/14/13,4,5.3114
11/14/13,5,5.0385
11/14/13,6,2.1127
11/14/13,7,4.1468
11/14/13,8,1.827
11/14/13,9,1.6881
11/14/13,10,3.361
11/14/13,11,3.045
11/14/13,12,3.5112
11/14/13,13,3.9243
11/14/13,14,3.1739
11/14/13,15,2.853
11/14/13,16,1.9231
11/14/13,17,1.8386
11/14/13,18,1.7088
11/14/13,19,1.6291
11/14/13,20,0.6464
11/14/13,21,1.4946
11/14/13,22,1.9608
11/14/13,23,1.099
11/15/13,0,1.5403
11/15/13,1,1.8187
11/15/13,2,1.5989
11/15/13,3,1.7525
11/15/13,4,1.1433
11/15/13,5,4.0843
11/15/13,6,11.9119
11/15/13,7,12.9696
11/15/13,8,12.5242
11/15/13,9,11.4423
11/15/13,10,9.7646
11/15/13,11,7.5429
11/15/13,12,6.2113
11/15/13,13,4.4393
11/15/13,14,5.138
11/15/13,15,2.7013
11/15/13,16,1.1227
11/15/13,17,3.1871
11/15/13,18,3.5178
11/15/13,19,3.7691
11/15/13,20,4.3991
11/15/13,21,4.2035
11/15/13,22,2.6474
11/15/13,23,3.3474
11/16/13,0,6.358
11/16/13,1,5.4617
11/16/13,2,2.5837
11/16/13,3,4.5891
11/16/13,4,5.0809
11/16/13,5,6.2401
11/16/13,6,7.855
11/16/13,7,9.3828
11/16/13,8,6.2701
11/16/13,9,3.7471
11/16/13,10,5.6578
11/16/13,11,5.2273
11/16/13,12,5.8483
11/16/13,13,6.3919
11/16/13,14,4.2115
11/16/13,15,4.0534
11/16/13,16,4.3898
11/16/13,17,10.7351
11/16/13,18,12.7285
11/16/13,19,6.7318
11/16/13,20,6.3544
11/16/13,21,7.1825
11/16/13,22,8.6855
11/16/13,23,6.6655
11/17/13,0,6.0468
11/17/13,1,6.7545
11/17/13,2,4.138
11/17/13,3,3.4211
11/17/13,4,4.4864
11/17/13,5,2.653
11/17/13,6,5.4579
11/17/13,7,4.8023
11/17/13,8,3.7805
11/17/13,9,5.0534
11/17/13,10,4.5041
11/17/13,11,3.6454
11/17/13,12,4.9404
11/17/13,13,6.7491
11/17/13,14,9.981
11/17/13,15,10.0423
11/17/13,16,8.8568
11/17/13,17,8.4946
11/17/13,18,7.577
11/17/13,19,9.0807
11/17/13,20,6.7279
11/17/13,21,5.1699
11/17/13,22,6.0268
11/17/13,23,2.861
11/18/13,0,1.9977
11/18/13,1,2.3726
11/18/13,2,3.7144
11/18/13,3,1.3936
11/18/13,4,1.5844
11/18/13,5,2.0867
11/18/13,6,2.0254
11/18/13,7,1.6423
11/18/13,8,1.393
11/18/13,9,1.3113
11/18/13,10,1.4856
11/18/13,11,2.7697
11/18/13,12,3.7386
11/18/13,13,3.778
11/18/13,14,3.9477
11/18/13,15,2.2795
11/18/13,16,3.4148
11/18/13,17,1.6195
11/18/13,18,1.159
11/18/13,19,1.0682
11/18/13,20,1.4618
11/18/13,21,1.6661
11/18/13,22,1.6839
11/18/13,23,1.3684
11/19/13,0,2.5178
11/19/13,1,2.6949
11/19/13,2,1.9609
11/19/13,3,1.4945
11/19/13,4,1.4755
11/19/13,5,1.6994
11/19/13,6,1.491
11/19/13,7,1.1268
11/19/13,8,1.3261
11/19/13,9,1.8796
11/19/13,10,4.8292
11/19/13,11,3.3572
11/19/13,12,3.5523
11/19/13,13,4.6905
11/19/13,14,5.2611
11/19/13,15,6.6382
11/19/13,16,5.6182
11/19/13,17,5.5841
11/19/13,18,6.483
11/19/13,19,4.4342
11/19/13,20,4.0127
11/19/13,21,1.8579
11/19/13,22,4.187
11/19/13,23,2.6702
11/20/13,0,2.5294
11/20/13,1,1.9145
11/20/13,2,1.222
11/20/13,3,2.0825
11/20/13,4,3.8731
11/20/13,5,2.1254
11/20/13,6,1.8865
11/20/13,7,1.6112
11/20/13,8,1.61
11/20/13,9,2.8634
11/20/13,10,1.7513
11/20/13,11,3.0888
11/20/13,12,2.9694
11/20/13,13,2.3374
11/20/13,14,1.5419
11/20/13,15,2.1182
11/20/13,16,2.2297
11/20/13,17,2.0724
11/20/13,18,2.9717
11/20/13,19,4.1709
11/20/13,20,2.5193
11/20/13,21,1.9048
11/20/13,22,1.8725
11/20/13,23,4.4258
11/21/13,0,4.5913
11/21/13,1,3.4413
11/21/13,2,2.5982
11/21/13,3,2.6541
11/21/13,4,2.89
11/21/13,5,2.4761
11/21/13,6,1.9784
11/21/13,7,2.0209
11/21/13,8,1.4073
11/21/13,9,2.0043
11/21/13,10,2.3047
11/21/13,11,2.3512
11/21/13,12,2.0803
11/21/13,13,2.2609
11/21/13,14,2.1081
11/21/13,15,2.0731
11/21/13,16,1.7586
11/21/13,17,1.4977
11/21/13,18,0.5831
11/21/13,19,0.4228
11/21/13,20,0.3555
11/21/13,21,1.1856
11/21/13,22,1.6085
11/21/13,23,1.2154
11/22/13,0,2.4264
11/22/13,1,2.367
11/22/13,2,2.4298
11/22/13,3,1.2644
11/22/13,4,2.2491
11/22/13,5,2.3631
11/22/13,6,1.3225
11/22/13,7,0.9816
11/22/13,8,0.9933
11/22/13,9,0.4677
11/22/13,10,1.1926
11/22/13,11,0.902
11/22/13,12,1.4351
11/22/13,13,1.943
11/22/13,14,2.0709
11/22/13,15,0.9406
11/22/13,16,0.59
11/22/13,17,1.0094
11/22/13,18,1.3797
11/22/13,19,1.5828
11/22/13,20,2.5544
11/22/13,21,3.651
11/22/13,22,3.5045
11/22/13,23,4.4658
11/23/13,0,3.4327
11/23/13,1,1.2427
11/23/13,2,1.097
11/23/13,3,0.5024
11/23/13,4,0.3541
11/23/13,5,0.442
11/23/13,6,0.8655
11/23/13,7,0.5763
11/23/13,8,0.7179
11/23/13,9,0.9947
11/23/13,10,0.8857
11/23/13,11,1.3441
11/23/13,12,0.6984
11/23/13,13,0.8046
11/23/13,14,1.0057
11/23/13,15,0.9425
11/23/13,16,0.7171
11/23/13,17,0.9919
11/23/13,18,0.9715
11/23/13,19,0.9531
11/23/13,20,0.9518
11/23/13,21,1.3724
11/23/13,22,1.5263
11/23/13,23,1.0297
11/24/13,0,0.5645
11/24/13,1,0.7439
11/24/13,2,0.3628
11/24/13,3,0.5984
11/24/13,4,0.7254
11/24/13,5,0.809
11/24/13,6,1.1967
11/24/13,7,1.3253
11/24/13,8,1.6794
11/24/13,9,1.3583
11/24/13,10,1.1733
11/24/13,11,1.4034
11/24/13,12,1.4067
11/24/13,13,1.1275
11/24/13,14,1.5274
11/24/13,15,1.5084
11/24/13,16,0.7457
11/24/13,17,0.9934
11/24/13,18,1.0073
11/24/13,19,0.9103
11/24/13,20,0.9925
11/24/13,21,0.8863
11/24/13,22,1.9457
11/24/13,23,2.2845
11/25/13,0,3.6093
11/25/13,1,3.7175
11/25/13,2,1.7321
11/25/13,3,0.7385
11/25/13,4,1.9131
11/25/13,5,2.3579
11/25/13,6,1.5073
11/25/13,7,1.8473
11/25/13,8,2.3378
11/25/13,9,3.0715
11/25/13,10,2.6273
11/25/13,11,2.1343
11/25/13,12,1.9016
11/25/13,13,2.1223
11/25/13,14,3.1721
11/25/13,15,2.8308
11/25/13,16,2.2969
11/25/13,17,2.1975
11/25/13,18,2.0725
11/25/13,19,1.2788
11/25/13,20,0.8561
11/25/13,21,1.3722
11/25/13,22,1.4261
11/25/13,23,1.7775
11/26/13,0,1.4859
11/26/13,1,1.5757
11/26/13,2,1.2337
11/26/13,3,1.2213
11/26/13,4,1.4326
11/26/13,5,0.8347
11/26/13,6,1.5456
11/26/13,7,1.8558
11/26/13,8,1.6622
11/26/13,9,2.1004
11/26/13,10,2.1901
11/26/13,11,1.1387
11/26/13,12,1.6243
11/26/13,13,2.7062
11/26/13,14,2.3792
11/26/13,15,2.1253
11/26/13,16,1.5187
11/26/13,17,1.8148
11/26/13,18,2.5676
11/26/13,19,3.0755
11/26/13,20,2.7652
11/26/13,21,1.0608
11/26/13,22,1.0028
11/26/13,23,0.9222
11/27/13,0,1.2862
11/27/13,1,1.3927
11/27/13,2,2.0685
11/27/13,3,2.1633
11/27/13,4,1.9467
11/27/13,5,1.3275
11/27/13,6,1.2066
11/27/13,7,1.118
11/27/13,8,1.1089
11/27/13,9,0.7504
11/27/13,10,0.8351
11/27/13,11,1.1388
11/27/13,12,1.228
11/27/13,13,2.5165
11/27/13,14,3.7102
11/27/13,15,4.4495
11/27/13,16,5.6081
11/27/13,17,4.6017
11/27/13,18,4.364
11/27/13,19,3.4342
11/27/13,20,1.867
11/27/13,21,1.5608
11/27/13,22,1.2069
11/27/13,23,2.3481
11/28/13,0,1.5198
11/28/13,1,1.2381
11/28/13,2,1.4067
11/28/13,3,2.1836
11/28/13,4,2.376
11/28/13,5,1.3194
11/28/13,6,0.9991
11/28/13,7,1.2419
11/28/13,8,0.9391
11/28/13,9,1.6523
11/28/13,10,2.3931
11/28/13,11,2.0199
11/28/13,12,2.0495
11/28/13,13,2.5186
11/28/13,14,2.1968
11/28/13,15,2.1038
11/28/13,16,2.1577
11/28/13,17,0.5239
11/28/13,18,0.3264
11/28/13,19,1.1153
11/28/13,20,1.8292
11/28/13,21,1.5545
11/28/13,22,1.7989
11/28/13,23,1.5148
11/29/13,0,0.8005
11/29/13,1,1.0458
11/29/13,2,1.7012
11/29/13,3,1.496
11/29/13,4,1.5003
11/29/13,5,3.7058
11/29/13,6,7.7784
11/29/13,7,8.986
11/29/13,8,6.8569
11/29/13,9,6.729
11/29/13,10,9.1647
11/29/13,11,6.8908
11/29/13,12,6.4058
11/29/13,13,6.2797
11/29/13,14,5.3499
11/29/13,15,5.0776
11/29/13,16,5.2448
11/29/13,17,5.6639
11/29/13,18,4.5508
11/29/13,19,4.708
11/29/13,20,4.4127
11/29/13,21,5.1828
11/29/13,22,4.9517
11/29/13,23,6.0734
11/30/13,0,5.8314
11/30/13,1,5.024
11/30/13,2,6.4197
11/30/13,3,6.9385
11/30/13,4,8.1953
11/30/13,5,7.6805
11/30/13,6,3.8103
11/30/13,7,2.3524
11/30/13,8,1.3915
11/30/13,9,1.1666
11/30/13,10,1.3006
11/30/13,11,3.6155
11/30/13,12,3.0679
11/30/13,13,3.7449
11/30/13,14,5.6132
11/30/13,15,5.7096
11/30/13,16,5.257
11/30/13,17,4.074
11/30/13,18,5.8279
11/30/13,19,5.4542
11/30/13,20,3.322
11/30/13,21,1.6172
11/30/13,22,1.5597
11/30/13,23,1.273
12/1/13,0,1.5535
12/1/13,1,1.92
12/1/13,2,7.2589
12/1/13,3,4.9094
12/1/13,4,3.1505
12/1/13,5,4.2668
12/1/13,6,6.4457
12/1/13,7,5.0811
12/1/13,8,3.8268
12/1/13,9,2.828
12/1/13,10,2.3527
12/1/13,11,3.301
12/1/13,12,5.9703
12/1/13,13,6.7913
12/1/13,14,4.4776
12/1/13,15,5.1971
12/1/13,16,2.8377
12/1/13,17,3.312
12/1/13,18,4.1633
12/1/13,19,6.3122
12/1/13,20,5.5416
12/1/13,21,10.0704
12/1/13,22,6.1436
12/1/13,23,6.6532
12/2/13,0,4.7003
12/2/13,1,3.9715
12/2/13,2,3.868
12/2/13,3,2.284
12/2/13,4,2.3929
12/2/13,5,2.3352
12/2/13,6,3.775
12/2/13,7,6.2117
12/2/13,8,5.4172
12/2/13,9,4.0727
12/2/13,10,4.1684
12/2/13,11,4.9873
12/2/13,12,3.5924
12/2/13,13,7.0222
12/2/13,14,14.6382
12/2/13,15,6.6519
12/2/13,16,4.0692
12/2/13,17,4.0713
12/2/13,18,3.9426
12/2/13,19,3.0814
12/2/13,20,3.0572
12/2/13,21,3.2958
12/2/13,22,2.8915
12/2/13,23,4.353
12/3/13,0,9.5137
12/3/13,1,6.585
12/3/13,2,7.7825
12/3/13,3,11.714
12/3/13,4,12.157
12/3/13,5,10.7247
12/3/13,6,9.7059
12/3/13,7,11.2738
12/3/13,8,11.3372
12/3/13,9,7.7186
12/3/13,10,6.2236
12/3/13,11,4.335
12/3/13,12,4.1903
12/3/13,13,4.1319
12/3/13,14,4.9776
12/3/13,15,3.4389
12/3/13,16,2.5197
12/3/13,17,3.1738
12/3/13,18,2.953
12/3/13,19,2.8936
12/3/13,20,2.9403
12/3/13,21,2.8403
12/3/13,22,2.3621
12/3/13,23,2.4021
12/4/13,0,2.0518
12/4/13,1,1.9875
12/4/13,2,1.6474
12/4/13,3,1.4314
12/4/13,4,1.5939
12/4/13,5,2.3067
12/4/13,6,2.1393
12/4/13,7,1.3853
12/4/13,8,1.0995
12/4/13,9,1.2267
12/4/13,10,1.7028
12/4/13,11,1.6787
12/4/13,12,1.1762
12/4/13,13,1.7914
12/4/13,14,2.4278
12/4/13,15,2.4135
12/4/13,16,2.2735
12/4/13,17,0.4835
12/4/13,18,0.6292
12/4/13,19,1.3687
12/4/13,20,1.7814
12/4/13,21,1.8082
12/4/13,22,1.9074
12/4/13,23,0.8461
12/5/13,0,1.2426
12/5/13,1,1.125
12/5/13,2,1.7962
12/5/13,3,1.1291
12/5/13,4,1.4691
12/5/13,5,1.0056
12/5/13,6,1.1663
12/5/13,7,0.9299
12/5/13,8,0.553
12/5/13,9,0.68
12/5/13,10,0.9504
12/5/13,11,1.9594
12/5/13,12,2.392
12/5/13,13,2.3144
12/5/13,14,2.3258
12/5/13,15,3.0219
12/5/13,16,2.6554
12/5/13,17,1.392
12/5/13,18,1.1024
12/5/13,19,1.5987
12/5/13,20,0.7759
12/5/13,21,0.7893
12/5/13,22,0.8278
12/5/13,23,1.2453
12/6/13,0,0.7351
12/6/13,1,0.8402
12/6/13,2,1.3955
12/6/13,3,1.1124
12/6/13,4,1.5455
12/6/13,5,1.3193
12/6/13,6,0.9929
12/6/13,7,1.1391
12/6/13,8,1.3899
12/6/13,9,0.605
12/6/13,10,0.6149
12/6/13,11,0.9082
12/6/13,12,1.1715
12/6/13,13,1.4625
12/6/13,14,1.3954
12/6/13,15,1.2349
12/6/13,16,0.9575
12/6/13,17,0.5426
12/6/13,18,0.9616
12/6/13,19,1.0322
12/6/13,20,1.649
12/6/13,21,1.4993
12/6/13,22,1.4672
12/6/13,23,1.6529
12/7/13,0,1.2264
12/7/13,1,1.0388
12/7/13,2,0.5847
12/7/13,3,1.1584
12/7/13,4,0.7985
12/7/13,5,1.0231
12/7/13,6,0.9443
12/7/13,7,1.4925
12/7/13,8,0.4664
12/7/13,9,0.5464
12/7/13,10,0.9666
12/7/13,11,1.1373
12/7/13,12,1.4437
12/7/13,13,1.1607
12/7/13,14,1.3798
12/7/13,15,1.6426
12/7/13,16,1.554
12/7/13,17,0.9981
12/7/13,18,0.7441
12/7/13,19,0.7039
12/7/13,20,0.6141
12/7/13,21,0.9145
12/7/13,22,1.0658
12/7/13,23,1.3673
12/8/13,0,0.6795
12/8/13,1,0.6588
12/8/13,2,0.5103
12/8/13,3,0.7804
12/8/13,4,0.4998
12/8/13,5,0.7203
12/8/13,6,0.961
12/8/13,7,1.052
12/8/13,8,0.8467
12/8/13,9,1.3641
12/8/13,10,1.27
12/8/13,11,0.9628
12/8/13,12,1.69
12/8/13,13,1.7927
12/8/13,14,2.5853
12/8/13,15,5.8298
12/8/13,16,3.999
12/8/13,17,2.2743
12/8/13,18,1.1863
12/8/13,19,1.1602
12/8/13,20,1.3485
12/8/13,21,2.5601
12/8/13,22,3.039
12/8/13,23,1.6409
12/9/13,0,1.5781
12/9/13,1,2.3384
12/9/13,2,1.4737
12/9/13,3,1.3384
12/9/13,4,1.2776
12/9/13,5,1.081
12/9/13,6,1.7661
12/9/13,7,2.8604
12/9/13,8,1.7967
12/9/13,9,1.3959
12/9/13,10,4.5997
12/9/13,11,7.9804
12/9/13,12,6.34
12/9/13,13,9.7152
12/9/13,14,7.474
12/9/13,15,11.526
12/9/13,16,10.9578
12/9/13,17,12.7132
12/9/13,18,15.3562
12/9/13,19,19.3664
12/9/13,20,14.4245
12/9/13,21,12.1145
12/9/13,22,15.4993
12/9/13,23,15.7924
12/10/13,0,12.4158
12/10/13,1,6.1748
12/10/13,2,8.6254
12/10/13,3,6.6783
12/10/13,4,11.201
12/10/13,5,9.6017
12/10/13,6,5.6926
12/10/13,7,3.8363
12/10/13,8,3.2111
12/10/13,9,7.7329
12/10/13,10,5.2317
12/10/13,11,4.6836
12/10/13,12,4.3545
12/10/13,13,6.2699
12/10/13,14,5.2756
12/10/13,15,6.3504
12/10/13,16,8.7863
12/10/13,17,14.8577
12/10/13,18,16.3342
12/10/13,19,11.8629
12/10/13,20,6.627
12/10/13,21,2.9351
12/10/13,22,3.504
12/10/13,23,4.0919
12/11/13,0,1.6706
12/11/13,1,1.9742
12/11/13,2,1.9778
12/11/13,3,1.0945
12/11/13,4,2.7018
12/11/13,5,1.0174
12/11/13,6,0.8964
12/11/13,7,0.8891
12/11/13,8,0.8591
12/11/13,9,1.7729
12/11/13,10,2.6943
12/11/13,11,2.3394
12/11/13,12,2.5948
12/11/13,13,2.7015
12/11/13,14,2.1064
12/11/13,15,1.6285
12/11/13,16,1.4375
12/11/13,17,1.7453
12/11/13,18,1.5477
12/11/13,19,1.1509
12/11/13,20,1.3081
12/11/13,21,1.5419
12/11/13,22,1.6869
12/11/13,23,2.2877
12/12/13,0,1.977
12/12/13,1,2.7276
12/12/13,2,1.6541
12/12/13,3,1.2669
12/12/13,4,1.7304
12/12/13,5,1.2898
12/12/13,6,1.0271
12/12/13,7,2.7794
12/12/13,8,2.7622
12/12/13,9,2.2836
12/12/13,10,1.5856
12/12/13,11,1.7678
12/12/13,12,1.2671
12/12/13,13,2.7605
12/12/13,14,1.9668
12/12/13,15,1.318
12/12/13,16,0.5809
12/12/13,17,2.563
12/12/13,18,1.3624
12/12/13,19,1.0974
12/12/13,20,1.1304
12/12/13,21,1.5158
12/12/13,22,2.7155
12/12/13,23,1.7977
12/13/13,0,1.5314
12/13/13,1,4.0758
12/13/13,2,2.8941
12/13/13,3,4.0293
12/13/13,4,2.0271
12/13/13,5,3.149
12/13/13,6,1.5193
12/13/13,7,3.1913
12/13/13,8,2.8549
12/13/13,9,2.24
12/13/13,10,2.1535
12/13/13,11,3.864
12/13/13,12,3.8358
12/13/13,13,3.3513
12/13/13,14,3.7253
12/13/13,15,1.779
12/13/13,16,1.5638
12/13/13,17,1.0888
12/13/13,18,2.0093
12/13/13,19,2.582
12/13/13,20,2.7814
12/13/13,21,3.5442
12/13/13,22,3.7143
12/13/13,23,1.8514
12/14/13,0,0.8214
12/14/13,1,1.04
12/14/13,2,1.922
12/14/13,3,2.1766
12/14/13,4,2.3632
12/14/13,5,2.4037
12/14/13,6,1.3648
12/14/13,7,1.9474
12/14/13,8,0.8036
12/14/13,9,1.7235
12/14/13,10,2.3912
12/14/13,11,3.2875
12/14/13,12,4.1729
12/14/13,13,4.0797
12/14/13,14,4.6959
12/14/13,15,4.0373
12/14/13,16,3.5677
12/14/13,17,6.6539
12/14/13,18,6.9452
12/14/13,19,5.8078
12/14/13,20,5.1831
12/14/13,21,5.5553
12/14/13,22,5.486
12/14/13,23,8.2443
12/15/13,0,5.672
12/15/13,1,6.8331
12/15/13,2,10.2015
12/15/13,3,11.3654
12/15/13,4,10.7321
12/15/13,5,11.307
12/15/13,6,9.5171
12/15/13,7,11.6756
12/15/13,8,7.0529
12/15/13,9,6.7282
12/15/13,10,4.3597
12/15/13,11,7.3462
12/15/13,12,11.8914
12/15/13,13,12.3791
12/15/13,14,10.5433
12/15/13,15,10.8623
12/15/13,16,14.1324
12/15/13,17,15.1614
12/15/13,18,15.2133
12/15/13,19,12.6711
12/15/13,20,8.377
12/15/13,21,4.6069
12/15/13,22,3.9952
12/15/13,23,6.218
12/16/13,0,7.062
12/16/13,1,6.4209
12/16/13,2,5.8073
12/16/13,3,8.0809
12/16/13,4,7.6228
12/16/13,5,5.9669
12/16/13,6,4.8604
12/16/13,7,6.4762
12/16/13,8,8.8272
12/16/13,9,8.058
12/16/13,10,9.9289
12/16/13,11,9.0183
12/16/13,12,11.942
12/16/13,13,10.8915
12/16/13,14,10.6656
12/16/13,15,10.9519
12/16/13,16,7.5778
12/16/13,17,4.8647
12/16/13,18,4.4248
12/16/13,19,3.8666
12/16/13,20,4.5398
12/16/13,21,3.8322
12/16/13,22,4.8478
12/16/13,23,8.2059
12/17/13,0,4.6298
12/17/13,1,5.3828
12/17/13,2,7.7662
12/17/13,3,7.9495
12/17/13,4,6.2382
12/17/13,5,6.8203
12/17/13,6,6.5498
12/17/13,7,3.8147
12/17/13,8,3.7995
12/17/13,9,5.6815
12/17/13,10,4.8401
12/17/13,11,5.4048
12/17/13,12,6.1353
12/17/13,13,5.1499
12/17/13,14,4.6223
12/17/13,15,3.8382
12/17/13,16,5.5358
12/17/13,17,8.4891
12/17/13,18,10.1348
12/17/13,19,10.2972
12/17/13,20,8.2636
12/17/13,21,10.0535
12/17/13,22,11.176
12/17/13,23,5.2751
12/18/13,0,1.5942
12/18/13,1,1.4992
12/18/13,2,4.0625
12/18/13,3,7.7583
12/18/13,4,7.8235
12/18/13,5,6.7293
12/18/13,6,6.8834
12/18/13,7,8.0661
12/18/13,8,9.9713
12/18/13,9,8.8522
12/18/13,10,9.7815
12/18/13,11,7.955
12/18/13,12,2.8398
12/18/13,13,3.9619
12/18/13,14,5.2212
12/18/13,15,3.999
12/18/13,16,2.5909
12/18/13,17,4.4432
12/18/13,18,4.6107
12/18/13,19,3.7551
12/18/13,20,4.5289
12/18/13,21,4.4492
12/18/13,22,6.1356
12/18/13,23,3.3691
12/19/13,0,2.3957
12/19/13,1,3.4572
12/19/13,2,2.3559
12/19/13,3,2.8747
12/19/13,4,2.53
12/19/13,5,2.4859
12/19/13,6,1.7682
12/19/13,7,1.2481
12/19/13,8,1.2748
12/19/13,9,1.5557
12/19/13,10,1.7022
12/19/13,11,1.6358
12/19/13,12,2.7084
12/19/13,13,2.7654
12/19/13,14,2.7635
12/19/13,15,2.1127
12/19/13,16,3.5904
12/19/13,17,4.7776
12/19/13,18,4.4174
12/19/13,19,3.1053
12/19/13,20,2.9361
12/19/13,21,2.5694
12/19/13,22,2.4909
12/19/13,23,1.6163
12/20/13,0,1.3445
12/20/13,1,1.8643
12/20/13,2,1.6682
12/20/13,3,1.6054
12/20/13,4,1.2657
12/20/13,5,0.6872
12/20/13,6,0.6168
12/20/13,7,0.6306
12/20/13,8,0.6042
12/20/13,9,0.5609
12/20/13,10,0.8013
12/20/13,11,0.6259
12/20/13,12,1.0404
12/20/13,13,0.7212
12/20/13,14,0.7387
12/20/13,15,0.5714
12/20/13,16,0.7677
12/20/13,17,2.0026
12/20/13,18,1.68
12/20/13,19,1.5969
12/20/13,20,1.6401
12/20/13,21,2.0512
12/20/13,22,1.3138
12/20/13,23,1.1953
12/21/13,0,0.9544
12/21/13,1,0.7058
12/21/13,2,1.3622
12/21/13,3,1.3945
12/21/13,4,0.9311
12/21/13,5,1.4502
12/21/13,6,1.5047
12/21/13,7,0.8401
12/21/13,8,0.9196
12/21/13,9,2.1539
12/21/13,10,2.4612
12/21/13,11,2.9267
12/21/13,12,3.546
12/21/13,13,4.6815
12/21/13,14,4.8069
12/21/13,15,4.0062
12/21/13,16,2.8595
12/21/13,17,2.0099
12/21/13,18,2.3815
12/21/13,19,0.9346
12/21/13,20,1.4845
12/21/13,21,0.7209
12/21/13,22,0.6075
12/21/13,23,1.8105
12/22/13,0,1.4318
12/22/13,1,1.1282
12/22/13,2,1.3428
12/22/13,3,2.3469
